Title,Release Year,Locations,Production Company,Director,Writer,Actor 1
Chance - Season 1ep105,2016,Private alley along 20th St. between Tennessee and Minnesota,TVM Productions,Victoria Morrow,Roxann Dawson,Hugh Laurie
Chance- Season 1 ep102,2016,Mason and Pacific,TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,John St. between Powell and Mason,TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,Westin St. Francis,TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,"Betelnut restaurant, 2030 Union St.",TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,"Sutter Stockton Garage, 444 Stockton",TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,"YWCA, 940 Powell",TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,"Warren's Antiques, 375 9th St.",TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,Heron and Berwick Alleys,TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,"Duboce St., Duboce Café",TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,Potomac and Waller,TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep102,2016,"State Garage, 818 Leavenworth",TVM Productions,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie
Chance- Season 1 ep103,2016,60 Leavenworth St.,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,"Blue Danube Café, 306 Clement",TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,"San Francisco Art Institute, 800 Chestnut",TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,Laguna Honda Hospital,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,350 Santa Ana Ave.,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,878-898 Chestnut St.,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,Forrest Hill Muni Station,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,60 Potomac,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,"The Drew School, 2901 California",TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,San Bruno and Alameda,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep103,2016,17th and Arkansas,TVM Productions,Michael Lehmann,Kem Nunn,Hugh Laurie
Chance- Season 1 ep104,2016,Bush and Sansome St.,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,"Bayview Police Station, 201 Williams Ave.",TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,Miraloma Mall at Portola Frontage Road,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,1018 Tennessee St.,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,901/909Tennessee St.,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,11 San Jacinto Ave.,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,Palace of Fine Arts,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,"Agua Vista Park at Mission Rock, 817 Terry A Francois Blvd.",TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,200 Kansas St.,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep104,2016,15th St. between Vermont and Kansas,TVM Productions,Carl Franklin,Peter Elkoff,Hugh Laurie
Chance- Season 1 ep106,2016,Washington Square Park,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep106,2016,Grant between Union and Green,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep106,2016,60 Leavenworth St.,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep106,2016,Montgomery between Pacific and Broadway,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep106,2016,Treasure Island,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep106,2016,2 Rowland,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep106,2016,McAllister between Leavenworth and Hyde,TVM Productions,Sara Gran,Dan Attias,Hugh Laurie
Chance- Season 1 ep107,2016,"Punjab Café, 838 24th St.",TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep107,2016,60 Potomac,TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep107,2016,Buena Vista betweeen Upper Terrace and Java St.,TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep107,2016,157 Commonwealth,TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep107,2016,1461 Page St.,TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep107,2016,1958 Valencia St.,TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep107,2016,145 Barlett St.,TVM Productions,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie
Chance- Season 1 ep108,2016,Huntington Park,TVM Productions,Peter Elkoff and Victoria Morrow,Andrew Bernstein,Hugh Laurie
Chance- Season 1 ep108,2016,Fairmont Hotel,TVM Productions,Peter Elkoff and Victoria Morrow,Andrew Bernstein,Hugh Laurie
Chance- Season 1 ep108,2016,1000 Mason St.,TVM Productions,Peter Elkoff and Victoria Morrow,Andrew Bernstein,Hugh Laurie
Chance- Season 1 ep108,2016,St. Mary's Square Park,TVM Productions,Peter Elkoff and Victoria Morrow,Andrew Bernstein,Hugh Laurie
